登记证号,农药名称,农药类别,剂型,总含量,有效期至,登记证持有人,持有人地址
PD20098337,氯氟吡氧乙酸异辛酯(288克/升),除草剂,乳油,/,2029-12-17,四川润尔科技有限公司,四川省简阳市平泉镇
PD20098336,百菌清,杀菌剂,悬浮剂,40%,2029-12-17,青岛星牌作物科学有限公司,山东省青岛市莱西市姜山镇前垛埠村(釜山工业园)
PD20098335,高效氯氟氰菊酯,杀虫剂,乳油,25克/升,2029-12-17,开封大地农化生物科技有限公司,开封市禹王台区精细化工产业集聚区
PD20098333,双甲脒,杀虫剂,乳油,200克/升,2029-12-17,曲阜市尔福农药厂（有限责任公司）,山东省济宁市曲阜市旅游经济开发区
PD20098332,噻嗪·异丙威,杀虫剂,可湿性粉剂,25%,2029-12-17,江苏三山生物科技有限公司,淮安工业园区枚乘西路118号
PD20098331,福·甲·硫磺,杀菌剂,可湿性粉剂,50%,2029-12-17,海南江河生物研发有限公司,海口市金牛新村B1-8别墅
PD20098330,虫酰肼,杀虫剂,悬浮剂,20%,2029-12-17,艾格福作物科技有限公司,山东省德州市夏津县北城街道西二环路以东、步云街以北
PD20098329,百菌清,杀菌剂,可湿性粉剂,75%,2029-12-17,天津艾格福农药科技有限公司,乐亭经济开发区天津道22号
PD20098328,联苯菊酯,杀虫剂,乳油,100克/升,2029-12-17,四川科利隆作物科技有限公司,四川省广安市经开区新桥工业园
PD20098327,马拉硫磷,杀虫剂,乳油,45%,2029-12-17,四川科利隆作物科技有限公司,四川省广安市经开区新桥工业园
PD20098326,2甲·苄,除草剂,可湿性粉剂,38%,2029-12-17,江苏稼穑化学有限公司,江苏省涟水经济开发区薛行工业园区
PD20098325,炔螨·矿物油,杀虫剂,乳油,73%,2029-12-17,陕西恒田生物农业有限公司,陕西省渭南市渭南国家农业科技园大荔核心区
PD20098324,炔螨特,杀螨剂,乳油,73%,2029-12-17,陕西西大华特科技实业有限公司,陕西省西安市高新区科技二路65号清华科技园A座308室
PD20098323,三环唑,杀菌剂,可湿性粉剂,75%,2029-12-17,济南中科绿色生物工程有限公司,山东省济南市厉城区唐治西路868号山东设计创意产业园33-1号楼2106室
PD20098322,甲氨基阿维菌素苯甲酸盐,杀虫剂,微乳剂,0.5%,2029-12-17,青岛恒丰作物科学有限公司,山东省莱西市姜山镇岭前村(姜山工业园)
PD20098321,高效氯氟氰菊酯,杀虫剂,乳油,25克/升,2029-12-17,周口市先达化工有限公司,城南七公里谢庄
PD20098320,高氯·马,杀虫剂,乳油,20%,2029-12-17,陕西汤普森生物科技有限公司,陕西蒲城县北环路中段
PD20098319,甲氰·噻螨酮,杀虫剂,乳油,7.5%,2029-12-17,陕西汤普森生物科技有限公司,陕西蒲城县北环路中段
PD20098318,氟磺胺草醚,除草剂,水剂,250克/升,2029-12-17,天津博克百胜科技有限公司,天津市滨海新区大港中塘镇刘塘庄化工区
PD20098317,丙环唑,杀菌剂,乳油,250克/升,2029-12-17,青岛鑫润生物科技有限公司,山东省青岛平度市新河生态化工科技产业基地丰水路9号
PD20098316,乙草胺,除草剂,乳油,81.5%,2029-12-17,上海惠光环境科技有限公司,上海市奉贤区泰日镇航塘公路2701号
PD20098315,烯草酮,除草剂,乳油,240克/升,2029-12-17,山东谦堃化工有限公司,山东省济南市济阳县济北开发区仁和街1号华阳路与仁和街交叉口西北角
PD20098313,精甲霜灵,杀菌剂,原药,90%,2029-12-17,江苏宝灵化工股份有限公司,江苏省南通经济开发区通旺路9号
PD20098312,霜霉威盐酸盐,杀菌剂,可溶液剂,605克/升,2029-12-17,一帆生物科技集团有限公司,浙江省温州市龙湾区瑶溪街道长安路555号
PD20098311,噻嗪酮,杀虫剂,可湿性粉剂,25%,2029-12-17,天津市施普乐农药技术发展有限公司,天津市武清区陈咀镇渔坝口村东
PD20098309,辛硫磷,杀虫剂,乳油,40%,2029-12-17,河南比赛尔农业科技有限公司,河南省尉氏县新尉工业园区
PD20098307,速灭威,杀虫剂,乳油,20%,2029-12-17,江西众和化工有限公司,江西省南昌市安义工业园区北一路
PD20098306,异丙威,杀虫剂,乳油,20%,2029-12-17,安徽朝农高科化工股份有限公司,安徽省宁国市港口生态工业园
PD20098305,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-17,山东道可化学有限公司,山东省寿光市渤海化工园渤海路1611号
PD20098304,高效氯氟氰菊酯,杀虫剂,乳油,25克/升,2029-12-17,河南翔大化工有限公司,河南省郑州市金水区柳林镇唐庄
PD20098303,硫双威,杀虫剂,可湿性粉剂,75%,2029-12-17,四川科利隆作物科技有限公司,四川省广安市经开区新桥工业园
PD20098302,丙环唑,杀菌剂,乳油,250克/升,2029-12-17,济南天邦化工有限公司,山东省济南市商河县经济开发区内汇源街以北晟朗西路以西
PD20098301,混灭威,杀虫剂,乳油,50%,2029-12-17,安徽朝农高科化工股份有限公司,安徽省宁国市港口生态工业园
PD20098299,联苯菊酯,杀虫剂,乳油,100克/升,2029-12-17,江苏瑞邦农化股份有限公司,江苏省南通市如东县沿海经济开发区海滨二路18号
PD20098298,高效氟吡甲禾灵,除草剂,乳油,108克/升,2029-12-17,隆凯作物科学（山东）有限公司,山东省滨州市北海经济开发区科技孵化器园区
PD20098296,噻螨酮,杀虫剂,可湿性粉剂,5%,2029-12-17,青岛星牌作物科学有限公司,山东省青岛市莱西市姜山镇前垛埠村(釜山工业园)
PD20098295,草甘膦异丙胺盐(41%),除草剂,水剂,/,2029-12-17,安徽瑞辰植保工程有限公司,安徽省蚌埠市沫河口工业园区开源大道30号
PD20098294,甲基硫菌灵,杀菌剂,可湿性粉剂,70%,2029-12-17,江苏百灵农化有限公司,江苏省姜堰市姜官路4号桥口
PD20098293,三唑锡,杀螨剂,可湿性粉剂,25%,2029-12-17,山东省济南赛普实业有限公司,山东省济南市高新区新宇路西侧三庆世纪财富中心A3座4层
PD20098292,啶虫脒,杀虫剂,乳油,5%,2029-12-17,宁夏泰益欣生物科技股份有限公司,宁夏银川市贺兰县暖泉工业园区太平洋路1号
PD20098291,苏云金杆菌,杀虫剂,可湿性粉剂,16000IU/毫克,2029-12-17,山东玉成生化农药有限公司,山东省潍坊市安丘市206国道安丘收费处南
PD20098290,噻嗪·异丙威,杀虫剂,可湿性粉剂,25%,2029-12-17,广西安泰化工有限责任公司,平南街道甘莲村
PD20098289,高效氯氟氰菊酯,杀虫剂,乳油,25克/升,2029-12-17,孟州农达生化制品有限公司,河南省孟州市产业聚集区
PD20098288,异菌脲,杀菌剂,原药,96%,2029-12-17,江苏中旗科技股份有限公司,江苏省南京化学工业园长丰河路309号
PD20098287,三环唑,杀菌剂,可湿性粉剂,75%,2029-12-17,济南天邦化工有限公司,山东省济南市商河县经济开发区内汇源街以北晟朗西路以西
PD20098286,稻瘟灵,杀菌剂,乳油,40%,2029-12-17,南通金陵农化有限公司,江苏省如东县沿海经济开发区化学工业园黄海二路
PD20098285,溴氰菊酯,杀虫剂,乳油,25克/升,2029-12-17,青岛海纳生物科技有限公司,山东省莱西市日庄镇驻地
PD20098283,稻瘟灵,杀菌剂,乳油,40%,2029-12-17,济南天邦化工有限公司,山东省济南市商河县经济开发区内汇源街以北晟朗西路以西
PD20098282,福美双,杀菌剂,可湿性粉剂,50%,2029-12-17,山东得恒生物科技有限公司,山东省菏泽市东明县渔沃街道工程塑料产业园经五路与纬五路交叉口北300米路西
PD20098281,甲基硫菌灵,杀菌剂,可湿性粉剂,70%,2029-12-17,淄博恒生农药有限公司,淄川区罗村镇小吊桥村西首
PD20098280,联苯菊酯,杀虫剂,乳油,25克/升,2029-12-17,永济市环球生物制剂厂,山西省运城永济镇蒲州镇太吕村
PD20098279,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-17,上海绿泽生物科技有限责任公司,上海市松江区华加路200号
PD20098278,仲丁威,杀虫剂,乳油,20%,2029-12-17,江西众和化工有限公司,江西省南昌市安义工业园区北一路
PD20098277,福美双,杀菌剂,可湿性粉剂,50%,2029-12-17,河南先利达化工有限公司,河南省驻马店市汝河大道东55号
PD20098276,碱式硫酸铜,杀菌剂,原药,95%,2029-12-17,保定农药厂,河北省保定市高保路清苑西石桥开发区
PD20098273,唑磷·毒死蜱,杀虫剂,乳油,25%,2029-12-17,江西巴菲特化工有限公司,江西省安义县工业园区凤凰东路
PD20098272,甲氰·噻螨酮,杀虫剂,乳油,7.5%,2029-12-17,成都科利隆生化有限公司,四川省成都市青白江区工业集中发展区同济大道903号
PD20098271,杀单·苏云菌,杀虫剂,可湿性粉剂,46%,2029-12-17,湖北天泽龙生物工程有限公司,荆门市掇刀区阳光五路6号
PD20098270,乙酰甲胺磷,杀虫剂,原药,97%,2029-12-17,江苏莱科作物保护有限公司,江苏省如东县洋口化学工业园
PD20098269,代森锰锌,杀菌剂,可湿性粉剂,80%,2029-12-17,沧州志诚有机生物科技有限公司,河北省沧州市盐山县城东马王路6公里处
PD20098268,氟硅唑,杀菌剂,乳油,400克/升,2029-12-17,山东乐邦化学品有限公司,山东省潍坊市昌乐县宝城街道常庄村南
PD20098267,石硫合剂,杀菌剂,水剂,29%,2029-12-17,四川科利隆作物科技有限公司,四川省广安市经开区新桥工业园
PD20098266,敌畏·毒死蜱,杀虫剂,乳油,35%,2029-12-17,宁波石原金牛农业科技有限公司,浙江省象山县城东工业园区永昌路6号
PD20040031,溴氰菊酯,杀虫剂,原药,98.5%,2029-12-17,拜耳股份公司,北京市朝阳区东大桥路9号楼6层4单元601室内D06单元、1单元601室内A03-A06单元
EX20240215,氟虫腈,杀虫剂,超低容量液剂,4克/升,2029-12-17,安徽华星化工有限公司,安徽省和县乌江镇
PD84125-9,乙烯利,植物生长调节剂,水剂,40%,2029-12-16,菏泽遍净生物科技有限公司,山东省菏泽市成武县党集镇化工产业园南环路东段
PD84118-8,多菌灵,杀菌剂,可湿性粉剂,25%,2029-12-16,菏泽遍净生物科技有限公司,山东省菏泽市成武县党集镇化工产业园南环路东段
PD20142556,嘧菌酯,杀菌剂,原药,97%,2029-12-16,辽宁莱科化学有限公司,辽宁省锦州滨海新区（锦州经济技术开发区）昆仑山路2号办公楼一楼西侧104室
PD84119-9,代森铵,杀菌剂,水剂,45%,2029-12-15,河北双吉化工有限公司,河北省石家庄市辛集市东郊
PD84118-45,多菌灵,杀菌剂,可湿性粉剂,25%,2029-12-15,山东尚农农业科技有限公司,山东省菏泽市鄄城县化工产业聚集区
PD84118-35,多菌灵,杀虫剂,可湿性粉剂,25%,2029-12-15,江苏省昆山市鼎烽农药有限公司,江苏省昆山市周市镇尉州路21号
PD20142651,硝磺草酮,除草剂,悬浮剂,15%,2029-12-15,河南省博爱县田园农化厂,河南省博爱县月山镇工业路
PD20142650,啶虫脒,杀虫剂,微乳剂,10%,2029-12-15,山东荣邦化工有限公司,山东省寿光市侯镇海洋化工园区丰南路以南
PD20098265,吡虫·杀虫单,杀虫剂,可湿性粉剂,35%,2029-12-15,西安诺达丰生物科技有限公司,陕西省西安市灞桥区田洪正街137号
PD20098264,阿维·矿物油,杀虫剂,乳油,18%,2029-12-15,河北省农药化工有限公司,河北省石家庄市无极城北工业区
PD20098263,杀螟丹,杀虫剂,可溶粉剂,50%,2029-12-15,江西绿川生物科技实业有限公司,江西省抚州市抚北工业园区
PD20098262,毒·辛,杀虫剂,乳油,20%,2029-12-15,广西科联生化有限公司,贵港市覃塘区产业园甘化园区
PD20098261,氯氟吡氧乙酸异辛酯,除草剂,乳油,200克/升,2029-12-15,上海生农生化制品股份有限公司,上海市松江区洞泾镇洞舟路51号
PD20098260,吡虫啉,杀虫剂,可溶液剂,20%,2029-12-15,陕西上格之路生物科学有限公司,陕西省西安市高新区集贤园创业大道9号
PD20098259,福·福锌,杀菌剂,可湿性粉剂,80%,2029-12-15,山东秀邦生物科技有限公司,山东省济南市历城区华信路15号
PD20098258,三乙膦酸铝,杀菌剂,可湿性粉剂,80%,2029-12-15,孟州农达生化制品有限公司,河南省孟州市产业聚集区
PD20098257,乙铝·锰锌,杀菌剂,可湿性粉剂,70%,2029-12-15,重庆树荣作物科学有限公司,重庆市永川区经济技术开发区工业园内
PD20098256,异菌脲,杀菌剂,悬浮剂,255克/升,2029-12-15,西安诺达丰生物科技有限公司,陕西省西安市灞桥区田洪正街137号
PD20098253,苯丁锡,杀螨剂,可湿性粉剂,25%,2029-12-15,山东大盈生物科技有限公司,山东省潍坊市滨海区大家洼街道大九路与海化街交叉路口东1000米
PD20098252,辛硫磷,杀虫剂,乳油,40%,2029-12-15,河北辉科生物技术有限公司,河北海兴经济开发区
PD20098251,二嗪磷,杀虫剂,颗粒剂,5%,2029-12-15,镇江建苏农药化工有限公司,江苏省镇江市大港孩溪路12号
PD20098250,噻嗪·异丙威,杀虫剂,可湿性粉剂,25%,2029-12-15,江苏万农生物科技有限公司,江苏省沭阳县万匹西首
PD20098249,烯效唑,植物生长调节剂,可湿性粉剂,5%,2029-12-15,湖南惠民生物科技有限公司,湖南省中方县工业园
PD20098248,联苯菊酯,杀虫剂,乳油,100克/升,2029-12-15,青岛鑫润生物科技有限公司,山东省青岛平度市新河生态化工科技产业基地丰水路9号
PD20098247,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-15,潍坊万胜生物农药有限公司,山东省潍坊市经济开发区友爱路1888号
PD20098246,2甲·氯氟吡,除草剂,可湿性粉剂,30%,2029-12-15,重庆依尔双丰科技有限公司,重庆市永川区双石镇大涧口村
PD20098245,异丙威,杀虫剂,乳油,20%,2029-12-15,江西帅达生物科技有限公司,江西省吉安市新干县盐化工业城
PD20098244,甲氨基阿维菌素苯甲酸盐(1.13%),杀虫剂,乳油,/,2029-12-15,盐城双宁农化有限公司,江苏省阜宁县古河镇洋桥村淮阜桥口
PD20098243,棉铃虫核型多角体病毒,杀虫剂,母药,5000亿PIB/克,2029-12-15,博爱惠丰生化农药有限公司,河南省博爱县清化镇街道办事处高政路508号
PD20098242,氟铃·辛硫磷,杀虫剂,乳油,20%,2029-12-15,海利尔药业集团股份有限公司,山东省青岛市城阳区城东工业园
PD20098240,氯氰·丙溴磷,杀虫剂,乳油,440克/升,2029-12-15,山东圣鹏科技股份有限公司,山东省济宁市任城区喻屯镇驻地
PD20098239,三唑磷,杀虫剂,乳油,20%,2029-12-15,江西绿川生物科技实业有限公司,江西省抚州市抚北工业园区
PD20098237,溴氰菊酯,杀虫剂,乳油,25克/升,2029-12-15,山东东信生物农药有限公司,山东省聊城市阳谷县阿城工业园
PD20098236,高效氟吡甲禾灵,除草剂,乳油,108克/升,2029-12-15,河南科辉实业有限公司,河南省新密市白寨镇光武陈村
PD20098235,噻嗪酮,杀虫剂,可湿性粉剂,25%,2029-12-15,华北制药集团爱诺有限公司,
PD20098234,马拉硫磷,杀虫剂,乳油,45%,2029-12-15,河北军丰农药有限公司,河北省沧州市沧县风化店乡曹庄子工业区
PD20098233,吡虫啉,杀虫剂,可溶液剂,20%,2029-12-15,山东贵合生物科技有限公司,山东省阳谷县阿城镇大洼里村（阿城镇工业园）
PD20098229,高效氯氰菊酯,杀虫剂,乳油,4.5%,2029-12-15,河北中天邦正生物科技股份公司,河北省青县经济开发区北区长兴路6号
PD20098228,氟氯氰菊酯,杀虫剂,乳油,50克/升,2029-12-15,德州祥龙生化有限公司,山东省德州市宁津县经济开发区化工园区，314延伸线以北，工业二路以西
PD20098227,高效氯氰菊酯,杀虫剂,水乳剂,4.5%,2029-12-15,山东亿嘉农化有限公司,山东省寿光市开发区
PD20098226,氯氰·毒死蜱,杀虫剂,乳油,522.5克/升,2029-12-15,山东尚农农业科技有限公司,山东省菏泽市鄄城县化工产业聚集区
PD20098225,代森锌,杀菌剂,可湿性粉剂,65%,2029-12-15,河北青修科技有限责任公司,河北省邢台市内丘县工业园区
PD20098224,丙环唑,杀菌剂,乳油,250克/升,2029-12-15,青岛金尔农化研制开发有限公司,青岛胶州市胶州湾工业园金尔路1号
PD20098223,高效氯氰菊酯,杀虫剂,水乳剂,4.5%,2029-12-15,华北制药集团爱诺有限公司,
PD20098222,阿维菌素,杀虫剂,乳油,3.2%,2029-12-15,沧州志诚有机生物科技有限公司,河北省沧州市盐山县城东马王路6公里处
PD20098221,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-15,一帆生物科技集团有限公司,浙江省温州市龙湾区瑶溪街道长安路555号
PD20098220,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-15,潍坊澳得利生物科技有限公司,潍坊滨海经济开发区海港路路南
PD20098219,毒死蜱,杀虫剂,乳油,40%,2029-12-15,江苏长青生物科技有限公司,江苏省扬州市江都区浦头镇江灵路1号
PD20098218,炔螨特,杀螨剂,乳油,57%,2029-12-15,青岛金尔农化研制开发有限公司,青岛胶州市胶州湾工业园金尔路1号
PD20098217,吗胍·乙酸铜,杀菌剂,可湿性粉剂,20%,2029-12-15,江苏省无锡市稼宝药业有限公司,江苏省无锡市锡山区厚桥镇嵩山工业园
